,sigAdj,hgncSymbol,appCount,tissList
ENSG00000120802,2.3626493636467103,TMPO,3,"['Cornea', 'Lymph node', 'Skin']"
ENSG00000259207,2.3532397884415053,ITGB3,3,"['Cornea', 'Lymph node', 'Skin']"
ENSG00000116260,2.320328035458585,QSOX1,3,"['Cornea', 'Heart', 'Lymph node']"
ENSG00000212710,2.313232634284887,CTAGE1,3,"['Foreskin', 'Skin', 'Intestine']"
ENSG00000162618,2.2616371762280196,ADGRL4,3,"['Cornea', 'Lymph node', 'Skin']"
ENSG00000169255,2.2497221533968146,B3GALNT1,3,"['Foreskin', 'Skin', 'Intestine']"
ENSG00000141424,2.2465890999845333,SLC39A6,3,"['Umbilical vein', 'Lymph node', 'Intestine']"
ENSG00000138755,2.2177290054152956,CXCL9,3,"['Umbilical vein', 'Foreskin', 'Skin']"
ENSG00000149573,2.1724077981491434,MPZL2,3,"['Foreskin', 'Skin', 'Kidney']"
ENSG00000169248,2.170138971545676,CXCL11,3,"['Heart', 'Skin', 'Kidney']"
ENSG00000142459,2.1655370462678807,EVI5L,3,"['Heart', 'Foreskin', 'Lymph node']"
ENSG00000023171,2.138773447254833,GRAMD1B,3,"['Heart', 'Umbilical vein', 'Lymph node']"
ENSG00000032444,2.136724494547646,PNPLA6,3,"['Cornea', 'Heart', 'Lymph node']"
ENSG00000275302,2.1236324590978097,CCL4,3,"['Cornea', 'Lymph node', 'Skin']"
ENSG00000166523,2.086466072900167,CLEC4E,3,"['Umbilical vein', 'Vessel', 'Skin']"
ENSG00000185742,2.0782876387567786,C11orf87,3,"['Umbilical vein', 'Foreskin', 'Skin']"
ENSG00000110077,2.0659595936599597,MS4A6A,3,"['Foreskin', 'Skin', 'Intestine']"
ENSG00000091039,2.053151427121811,OSBPL8,3,"['Umbilical vein', 'Skin', 'Intestine']"
ENSG00000182272,2.0229131410538232,B4GALNT4,3,"['Heart', 'Lymph node', 'Intestine']"
ENSG00000197106,2.0210083322361094,SLC6A17,3,"['Foreskin', 'Skin', 'Kidney']"
ENSG00000138759,2.01997039369462,FRAS1,3,"['Foreskin', 'Lymph node', 'Intestine']"
ENSG00000140553,2.0183073810486643,UNC45A,3,"['Cornea', 'Heart', 'Lymph node']"
ENSG00000196119,2.004943662632309,OR8A1,3,"['Foreskin', 'Lymph node', 'Intestine']"
ENSG00000006007,1.9985983455026533,GDE1,3,"['Foreskin', 'Lymph node', 'Intestine']"
ENSG00000108523,1.9916717214264825,RNF167,3,"['Cornea', 'Heart', 'Lymph node']"
ENSG00000141574,1.9898945267898298,SECTM1,3,"['Heart', 'Umbilical vein', 'Foreskin']"
ENSG00000185900,1.8950979930820555,POMK,3,"['Lymph node', 'Skin', 'Intestine']"
ENSG00000064687,1.8701151927594937,ABCA7,3,"['Heart', 'Umbilical vein', 'Lymph node']"
ENSG00000166342,1.8337654186409147,NETO1,3,"['Umbilical vein', 'Kidney', 'Intestine']"
ENSG00000215262,1.8000083590350393,KCNU1,3,"['Umbilical vein', 'Vessel', 'Foreskin']"
ENSG00000088053,1.7928727135846352,GP6,3,"['Vessel', 'Foreskin', 'Skin']"
ENSG00000029534,1.7806273118807727,ANK1,3,"['Umbilical vein', 'Foreskin', 'Intestine']"
ENSG00000118804,1.7790327521778095,STBD1,3,"['Umbilical vein', 'Foreskin', 'Lymph node']"
ENSG00000100867,1.7395320922168878,DHRS2,3,"['Heart', 'Umbilical vein', 'Vessel']"
ENSG00000120251,1.7019660690219922,GRIA2,3,"['Umbilical vein', 'Foreskin', 'Skin']"
ENSG00000081138,1.690673313594482,CDH7,3,"['Lymph node', 'Skin', 'Kidney']"
ENSG00000152315,1.654554309808522,KCNK13,3,"['Lymph node', 'Skin', 'Intestine']"
ENSG00000105894,1.6461984456294365,PTN,3,"['Cornea', 'Foreskin', 'Skin']"
ENSG00000198829,1.615049320512843,SUCNR1,3,"['Umbilical vein', 'Vessel', 'Skin']"
ENSG00000087301,1.566656472687229,TXNDC16,3,"['Umbilical vein', 'Foreskin', 'Skin']"
ENSG00000142235,1.554958072001619,LMTK3,3,"['Heart', 'Foreskin', 'Intestine']"
ENSG00000242574,1.506113622628175,HLA-DMB,3,"['Lymph node', 'Skin', 'Kidney']"
ENSG00000166428,1.497307387695818,PLD4,3,"['Foreskin', 'Lymph node', 'Intestine']"
ENSG00000076706,4.385082463624887,MCAM,2,"['Cornea', 'Lymph node']"
ENSG00000173852,4.213318350982375,DPY19L1,2,"['Cornea', 'Lymph node']"
ENSG00000138119,3.9913294871851117,MYOF,2,"['Cornea', 'Lymph node']"
ENSG00000175387,3.9087266713573294,SMAD2,2,"['Skin', 'Intestine']"
ENSG00000118762,3.8406745410549905,PKD2,2,"['Lymph node', 'Intestine']"
ENSG00000143324,3.68840778436416,XPR1,2,"['Lymph node', 'Skin']"
ENSG00000140718,3.518666616804352,FTO,2,"['Foreskin', 'Lymph node']"
ENSG00000141458,3.5057126960152587,NPC1,2,"['Umbilical vein', 'Lymph node']"
ENSG00000091317,3.499465335307653,CMTM6,2,"['Lymph node', 'Kidney']"
ENSG00000065308,3.3998187820967063,TRAM2,2,"['Cornea', 'Lymph node']"
ENSG00000171388,3.3604659318044736,APLN,2,"['Cornea', 'Lymph node']"
ENSG00000131626,3.3392054249355976,PPFIA1,2,"['Umbilical vein', 'Lymph node']"
ENSG00000136478,3.3042216830529485,TEX2,2,"['Umbilical vein', 'Lymph node']"
ENSG00000117528,3.2847258902767287,ABCD3,2,"['Foreskin', 'Lymph node']"
ENSG00000083457,3.210039997474363,ITGAE,2,"['Lymph node', 'Intestine']"
ENSG00000120889,3.2035596477998696,TNFRSF10B,2,"['Cornea', 'Lymph node']"
ENSG00000105983,3.130036067883499,LMBR1,2,"['Lymph node', 'Skin']"
ENSG00000167680,3.1152653375161847,SEMA6B,2,"['Cornea', 'Lymph node']"
ENSG00000166479,3.1046935261474156,TMX3,2,"['Cornea', 'Lymph node']"
ENSG00000111670,3.0983060305039576,GNPTAB,2,"['Lymph node', 'Skin']"
ENSG00000065243,3.092403219702654,PKN2,2,"['Skin', 'Intestine']"
ENSG00000012232,3.0789207176343636,EXTL3,2,"['Cornea', 'Lymph node']"
ENSG00000137210,3.06504313711268,TMEM14B,2,"['Cornea', 'Lymph node']"
ENSG00000170017,3.0338008943516552,ALCAM,2,"['Lymph node', 'Kidney']"
ENSG00000102158,3.0292605908192662,MAGT1,2,"['Lymph node', 'Skin']"
ENSG00000198643,2.9039741183350047,FAM3D,2,"['Foreskin', 'Skin']"
ENSG00000117394,2.8844707688321325,SLC2A1,2,"['Heart', 'Lymph node']"
ENSG00000135372,2.8743772383448003,NAT10,2,"['Heart', 'Lymph node']"
ENSG00000111817,2.8570369533806534,DSE,2,"['Foreskin', 'Intestine']"
ENSG00000101439,2.775262307415115,CST3,2,"['Heart', 'Lymph node']"
ENSG00000162496,2.7478062269272456,DHRS3,2,"['Heart', 'Skin']"
ENSG00000221963,2.725954604646406,APOL6,2,"['Heart', 'Umbilical vein']"
ENSG00000164889,2.7233845440782734,SLC4A2,2,"['Cornea', 'Lymph node']"
ENSG00000160712,2.7058455237364374,IL6R,2,"['Heart', 'Umbilical vein']"
ENSG00000120675,2.6967448648210177,DNAJC15,2,"['Foreskin', 'Lymph node']"
ENSG00000104369,2.6685767570164782,JPH1,2,"['Foreskin', 'Skin']"
ENSG00000158457,2.5883821732110075,TSPAN33,2,"['Umbilical vein', 'Vessel']"
ENSG00000196712,2.578550371786831,NF1,2,"['Umbilical vein', 'Intestine']"
ENSG00000076641,2.57663242312209,PAG1,2,"['Umbilical vein', 'Skin']"
ENSG00000048392,2.5341195992999186,RRM2B,2,"['Lymph node', 'Skin']"
ENSG00000162236,2.5329015927110183,STX5,2,"['Heart', 'Foreskin']"
ENSG00000125505,2.524404103020381,MBOAT7,2,"['Cornea', 'Lymph node']"
ENSG00000189108,2.507012142999242,IL1RAPL2,2,"['Umbilical vein', 'Vessel']"
ENSG00000157193,2.500859065426054,LRP8,2,"['Lymph node', 'Skin']"
ENSG00000139083,2.498257679700666,ETV6,2,"['Lymph node', 'Skin']"
ENSG00000105701,2.4940377492342543,FKBP8,2,"['Heart', 'Foreskin']"
ENSG00000141219,2.4812145365521316,C17orf80,2,"['Foreskin', 'Lymph node']"
ENSG00000161638,2.466300704328381,ITGA5,2,"['Cornea', 'Lymph node']"
ENSG00000271079,2.4260067927402043,CTAGE15,2,"['Umbilical vein', 'Lymph node']"
ENSG00000104689,2.422681644657203,TNFRSF10A,2,"['Cornea', 'Lymph node']"
ENSG00000171130,2.4113442097183686,ATP6V0E2,2,"['Foreskin', 'Lymph node']"
ENSG00000005893,2.4003466053552325,LAMP2,2,"['Lymph node', 'Skin']"
ENSG00000224531,2.3831735589595784,SMIM13,2,"['Cornea', 'Lymph node']"
ENSG00000176239,2.369239543998734,OR51B6,2,"['Cornea', 'Lymph node']"
ENSG00000104290,2.3434663526986346,FZD3,2,"['Skin', 'Intestine']"
ENSG00000157181,2.339237557266693,ODR4,2,"['Foreskin', 'Intestine']"
ENSG00000173218,2.329907059619476,VANGL1,2,"['Cornea', 'Lymph node']"
ENSG00000142408,2.3027887880907967,CACNG8,2,"['Lymph node', 'Kidney']"
ENSG00000196313,2.297472756311006,POM121,2,"['Umbilical vein', 'Lymph node']"
ENSG00000168615,2.2767730636879833,ADAM9,2,"['Lymph node', 'Kidney']"
ENSG00000116793,2.2637029648505225,PHTF1,2,"['Skin', 'Kidney']"
ENSG00000172270,2.251132918523299,BSG,2,"['Heart', 'Foreskin']"
ENSG00000104888,2.245418378884211,SLC17A7,2,"['Umbilical vein', 'Skin']"
ENSG00000151726,2.239987387620606,ACSL1,2,"['Foreskin', 'Lymph node']"
ENSG00000109321,2.229170537440585,AREG,2,"['Umbilical vein', 'Skin']"
ENSG00000151690,2.2209448619658447,MFSD6,2,"['Umbilical vein', 'Foreskin']"
ENSG00000001561,2.2078426124632933,ENPP4,2,"['Foreskin', 'Skin']"
ENSG00000157168,2.1852360738371073,NRG1,2,"['Lymph node', 'Skin']"
ENSG00000143641,2.169780127801931,GALNT2,2,"['Heart', 'Lymph node']"
ENSG00000110090,2.1433977872468994,CPT1A,2,"['Heart', 'Lymph node']"
ENSG00000087088,2.1326106476688684,BAX,2,"['Cornea', 'Lymph node']"
ENSG00000180773,2.1312019820514907,SLC36A4,2,"['Vessel', 'Intestine']"
ENSG00000141338,2.1306932230222664,ABCA8,2,"['Kidney', 'Intestine']"
ENSG00000184743,2.1286957462540013,ATL3,2,"['Cornea', 'Lymph node']"
ENSG00000149564,2.1285444716645596,ESAM,2,"['Cornea', 'Lymph node']"
ENSG00000105722,2.1234833467475362,ERF,2,"['Cornea', 'Foreskin']"
ENSG00000185483,2.1212453328995284,ROR1,2,"['Lymph node', 'Intestine']"
ENSG00000109163,2.1179763806044742,GNRHR,2,"['Lymph node', 'Skin']"
ENSG00000134255,2.116258619868681,CEPT1,2,"['Lymph node', 'Intestine']"
ENSG00000174130,2.115151353629478,TLR6,2,"['Lymph node', 'Intestine']"
ENSG00000117091,2.113473063636907,CD48,2,"['Lymph node', 'Kidney']"
ENSG00000108219,2.1110593283048225,TSPAN14,2,"['Cornea', 'Lymph node']"
ENSG00000149403,2.1090619247579205,GRIK4,2,"['Lymph node', 'Skin']"
ENSG00000136247,2.103367172978567,ZDHHC4,2,"['Foreskin', 'Lymph node']"
ENSG00000120156,2.0959427392736067,TEK,2,"['Cornea', 'Skin']"
ENSG00000175040,2.0955842664985584,CHST2,2,"['Cornea', 'Intestine']"
ENSG00000104419,2.0892229806203613,NDRG1,2,"['Heart', 'Umbilical vein']"
ENSG00000152078,2.0891305036398027,TLCD4,2,"['Vessel', 'Foreskin']"
ENSG00000182070,2.0709423276555285,OR52A1,2,"['Lymph node', 'Intestine']"
ENSG00000100731,2.065438817408425,PCNX1,2,"['Umbilical vein', 'Lymph node']"
ENSG00000080815,2.0525232844004098,PSEN1,2,"['Vessel', 'Intestine']"
ENSG00000117862,2.0522777778079386,TXNDC12,2,"['Foreskin', 'Lymph node']"
ENSG00000165071,2.04515537351089,TMEM71,2,"['Lymph node', 'Intestine']"
ENSG00000196591,2.0409897388078035,HDAC2,2,"['Cornea', 'Vessel']"
ENSG00000119787,2.0393230862990688,ATL2,2,"['Foreskin', 'Intestine']"
ENSG00000172071,2.0342395065781678,EIF2AK3,2,"['Lymph node', 'Intestine']"
ENSG00000178719,2.0289214663441713,GRINA,2,"['Cornea', 'Heart']"
ENSG00000198821,2.024641610939691,CD247,2,"['Lymph node', 'Kidney']"
ENSG00000094975,2.004183258080143,SUCO,2,"['Lymph node', 'Intestine']"
ENSG00000166562,1.9997204955529355,SEC11C,2,"['Foreskin', 'Skin']"
ENSG00000172519,1.995944325941527,OR10H5,2,"['Lymph node', 'Intestine']"
ENSG00000143297,1.9874287987787445,FCRL5,2,"['Lymph node', 'Skin']"
ENSG00000154080,1.9859541121057622,CHST9,2,"['Cornea', 'Kidney']"
ENSG00000186318,1.9459024784507135,BACE1,2,"['Lymph node', 'Intestine']"
ENSG00000117069,1.9431734621532382,ST6GALNAC5,2,"['Cornea', 'Skin']"
ENSG00000164291,1.9411719407991428,ARSK,2,"['Lymph node', 'Intestine']"
ENSG00000182108,1.9404387686287086,DEXI,2,"['Lymph node', 'Skin']"
ENSG00000006283,1.9387785912278017,CACNA1G,2,"['Umbilical vein', 'Intestine']"
ENSG00000221933,1.936660115187907,OR2A25,2,"['Skin', 'Intestine']"
ENSG00000103257,1.9278262205887833,SLC7A5,2,"['Umbilical vein', 'Lymph node']"
ENSG00000161671,1.9258688618458457,EMC10,2,"['Cornea', 'Foreskin']"
ENSG00000180616,1.914426583565749,SSTR2,2,"['Foreskin', 'Lymph node']"
ENSG00000123384,1.9082947724778023,LRP1,2,"['Umbilical vein', 'Lymph node']"
ENSG00000173214,1.9077851266517696,MFSD4B,2,"['Skin', 'Intestine']"
ENSG00000162073,1.9014817247291629,PAQR4,2,"['Cornea', 'Lymph node']"
ENSG00000177272,1.8923246777543623,KCNA3,2,"['Cornea', 'Lymph node']"
ENSG00000149930,1.885021009900627,TAOK2,2,"['Cornea', 'Lymph node']"
ENSG00000181652,1.8819671852319826,ATG9B,2,"['Vessel', 'Lymph node']"
ENSG00000101188,1.8683383437532177,NTSR1,2,"['Lymph node', 'Skin']"
ENSG00000206503,1.8671004315913902,HLA-A,2,"['Heart', 'Umbilical vein']"
ENSG00000112276,1.8637796521363172,BVES,2,"['Foreskin', 'Skin']"
ENSG00000137462,1.837342401178463,TLR2,2,"['Umbilical vein', 'Skin']"
ENSG00000168824,1.8339989702649988,NSG1,2,"['Umbilical vein', 'Lymph node']"
ENSG00000185565,1.8204939530159705,LSAMP,2,"['Foreskin', 'Lymph node']"
ENSG00000175354,1.817680093571297,PTPN2,2,"['Umbilical vein', 'Vessel']"
ENSG00000068615,1.813822811898055,REEP1,2,"['Skin', 'Kidney']"
ENSG00000198799,1.8116798638215623,LRIG2,2,"['Lymph node', 'Intestine']"
ENSG00000164796,1.8107536894545642,CSMD3,2,"['Vessel', 'Skin']"
ENSG00000157911,1.8005601986812145,PEX10,2,"['Foreskin', 'Lymph node']"
ENSG00000206527,1.799995634708293,HACD2,2,"['Cornea', 'Lymph node']"
ENSG00000143919,1.7944217073021003,CAMKMT,2,"['Foreskin', 'Intestine']"
ENSG00000187474,1.7877454522315506,FPR3,2,"['Umbilical vein', 'Foreskin']"
ENSG00000173391,1.775099839615923,OLR1,2,"['Umbilical vein', 'Foreskin']"
ENSG00000143195,1.771728650818588,ILDR2,2,"['Cornea', 'Foreskin']"
ENSG00000139874,1.7653421365137236,SSTR1,2,"['Foreskin', 'Lymph node']"
ENSG00000169896,1.7609899028185456,ITGAM,2,"['Umbilical vein', 'Lymph node']"
ENSG00000166509,1.7568541052616802,CLEC3A,2,"['Lymph node', 'Skin']"
ENSG00000165325,1.7523782613421268,DEUP1,2,"['Lymph node', 'Skin']"
ENSG00000126262,1.7359875139085206,FFAR2,2,"['Lymph node', 'Intestine']"
ENSG00000146555,1.729970800604041,SDK1,2,"['Vessel', 'Skin']"
ENSG00000167600,1.726383994377732,CYP2S1,2,"['Vessel', 'Lymph node']"
ENSG00000095932,1.7125997788321308,SMIM24,2,"['Umbilical vein', 'Foreskin']"
ENSG00000129450,1.702389049755902,SIGLEC9,2,"['Kidney', 'Intestine']"
ENSG00000172375,1.6982748736668811,C2CD2L,2,"['Umbilical vein', 'Lymph node']"
ENSG00000196159,1.6862453504460635,FAT4,2,"['Cornea', 'Lymph node']"
ENSG00000147650,1.6618805412581772,LRP12,2,"['Lymph node', 'Intestine']"
ENSG00000138760,1.6616660419915914,SCARB2,2,"['Cornea', 'Skin']"
ENSG00000162728,1.6615689060393999,KCNJ9,2,"['Cornea', 'Lymph node']"
ENSG00000138463,1.6521274058078785,SLC49A4,2,"['Foreskin', 'Lymph node']"
ENSG00000189068,1.6422611263919118,VSTM1,2,"['Vessel', 'Skin']"
ENSG00000137463,1.6359290464977616,MGARP,2,"['Kidney', 'Intestine']"
ENSG00000156162,1.6354148875898613,DPY19L4,2,"['Lymph node', 'Skin']"
ENSG00000105696,1.6237574268753936,TMEM59L,2,"['Lymph node', 'Intestine']"
ENSG00000104853,1.6097544030311113,CLPTM1,2,"['Cornea', 'Lymph node']"
ENSG00000163814,1.5946308525428279,CDCP1,2,"['Umbilical vein', 'Lymph node']"
ENSG00000152952,1.5801621561766388,PLOD2,2,"['Lymph node', 'Kidney']"
ENSG00000172461,1.5774614193850875,FUT9,2,"['Umbilical vein', 'Skin']"
ENSG00000116299,1.574203399187125,ELAPOR1,2,"['Lymph node', 'Kidney']"
ENSG00000153012,1.5705850421109386,LGI2,2,"['Foreskin', 'Kidney']"
ENSG00000181001,1.5697001458610973,OR52N1,2,"['Lymph node', 'Skin']"
ENSG00000132874,1.5686044315004315,SLC14A2,2,"['Foreskin', 'Lymph node']"
ENSG00000178531,1.5589498855200055,CTXN1,2,"['Cornea', 'Lymph node']"
ENSG00000161904,1.5500964499902579,LEMD2,2,"['Cornea', 'Heart']"
ENSG00000158008,1.5490941570983021,EXTL1,2,"['Foreskin', 'Intestine']"
ENSG00000136720,1.5467430425023392,HS6ST1,2,"['Foreskin', 'Lymph node']"
ENSG00000171502,1.5438795689371934,COL24A1,2,"['Umbilical vein', 'Lymph node']"
ENSG00000006118,1.5409393678647403,TMEM132A,2,"['Cornea', 'Lymph node']"
ENSG00000172116,1.5325978893110341,CD8B,2,"['Lymph node', 'Skin']"
ENSG00000121578,1.5318531457466356,B4GALT4,2,"['Umbilical vein', 'Intestine']"
ENSG00000171208,1.5271459328386716,NETO2,2,"['Cornea', 'Lymph node']"
ENSG00000137216,1.5259640910577668,TMEM63B,2,"['Umbilical vein', 'Lymph node']"
ENSG00000272391,1.52567289042195,POM121C,2,"['Lymph node', 'Kidney']"
ENSG00000196341,1.5199833499581716,OR8D1,2,"['Vessel', 'Skin']"
ENSG00000268500,1.5144503313246673,SIGLEC5,2,"['Lymph node', 'Kidney']"
ENSG00000105605,1.5058319735347516,CACNG7,2,"['Umbilical vein', 'Lymph node']"
ENSG00000090020,1.4908362755388802,SLC9A1,2,"['Lymph node', 'Intestine']"
ENSG00000183166,1.4848931387387798,CALN1,2,"['Cornea', 'Lymph node']"
ENSG00000166862,1.4812425628306283,CACNG2,2,"['Cornea', 'Skin']"
ENSG00000173535,1.464738110815164,TNFRSF10C,2,"['Lymph node', 'Skin']"
ENSG00000145242,1.4639560867670618,EPHA5,2,"['Foreskin', 'Lymph node']"
ENSG00000254521,1.4615041290063515,SIGLEC12,2,"['Cornea', 'Skin']"
ENSG00000152954,1.4569495177711795,NRSN1,2,"['Cornea', 'Skin']"
ENSG00000150471,1.4551072480847944,ADGRL3,2,"['Cornea', 'Kidney']"
ENSG00000171903,1.4523959281180185,CYP4F11,2,"['Umbilical vein', 'Vessel']"
ENSG00000162738,1.449539300356968,VANGL2,2,"['Umbilical vein', 'Foreskin']"
ENSG00000127774,1.4461000013995116,EMC6,2,"['Foreskin', 'Lymph node']"
ENSG00000205639,1.4287325896650813,MFSD2B,2,"['Lymph node', 'Skin']"
ENSG00000160593,1.424496272582056,JAML,2,"['Lymph node', 'Skin']"
ENSG00000135472,1.4212770739689584,FAIM2,2,"['Foreskin', 'Intestine']"
ENSG00000171310,1.4192877424064592,CHST11,2,"['Lymph node', 'Skin']"
ENSG00000055957,1.4129641166533768,ITIH1,2,"['Cornea', 'Lymph node']"
ENSG00000112195,1.4055323665181492,TREML2,2,"['Lymph node', 'Kidney']"
ENSG00000101187,1.3881768960442926,SLCO4A1,2,"['Skin', 'Intestine']"
ENSG00000106128,1.3396981096999394,GHRHR,2,"['Foreskin', 'Skin']"
ENSG00000223609,1.3117083195418613,HBD,2,"['Heart', 'Kidney']"
ENSG00000112378,6.06671523085127,PERP,1,['Skin']
ENSG00000170088,4.906372513694564,TMEM192,1,['Skin']
ENSG00000163866,4.792553854955116,SMIM12,1,['Lymph node']
ENSG00000115944,4.792553854955116,COX7A2L,1,['Lymph node']
ENSG00000138018,4.792553854955116,SELENOI,1,['Lymph node']
ENSG00000106803,4.792553854955116,SEC61B,1,['Lymph node']
ENSG00000151366,4.792553854955116,NDUFC2,1,['Lymph node']
ENSG00000134824,4.792553854955116,FADS2,1,['Lymph node']
ENSG00000156411,4.792553854955116,ATP5MJ,1,['Lymph node']
ENSG00000181927,4.771579643660128,OR4P4,1,['Lymph node']
ENSG00000214978,4.771579643660128,GSG1L2,1,['Lymph node']
ENSG00000183853,4.604065695312995,KIRREL1,1,['Lymph node']
ENSG00000120742,4.604065695312995,SERP1,1,['Lymph node']
ENSG00000120451,4.604065695312995,SNX19,1,['Lymph node']
ENSG00000213949,4.5284180809309875,ITGA1,1,['Umbilical vein']
ENSG00000143612,4.1855939115147915,C1orf43,1,['Lymph node']
ENSG00000072840,4.0261789027410355,EVC,1,['Lymph node']
ENSG00000153822,3.7943565720051797,KCNJ16,1,['Skin']
ENSG00000154174,3.7647421812416195,TOMM70,1,['Lymph node']
ENSG00000171204,3.7647421812416195,TMEM126B,1,['Lymph node']
ENSG00000171202,3.7647421812416195,TMEM126A,1,['Lymph node']
ENSG00000198018,3.7647421812416195,ENTPD7,1,['Lymph node']
ENSG00000125107,3.7647421812416195,CNOT1,1,['Lymph node']
ENSG00000187054,3.682643028909529,TMPRSS11A,1,['Lymph node']
ENSG00000177098,3.656504116509871,SCN4B,1,['Skin']
ENSG00000143702,3.641854256202412,CEP170,1,['Lymph node']
ENSG00000143727,3.641854256202412,ACP1,1,['Lymph node']
ENSG00000106603,3.641854256202412,COA1,1,['Lymph node']
